x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
539063.41,3540454.03,dry,assumed dry,2017-12-09,561.89,788.56,1007.33,1806.22,0,-0.39,0
539068.41,3540453.91,dry,assumed dry,2017-12-09,585.00,795.33,1048.67,1952.11,0,-0.42,0
539073.41,3540453.79,dry,assumed dry,2017-12-09,618.33,846.00,1094.56,2049.78,0,-0.42,0
537393.81,3540780.13,dry,assumed dry,2017-12-09,435.00,664.11,828.00,2519.78,0,-0.58,0
537473.41,3540750.31,dry,assumed dry,2017-12-09,431.56,661.22,822.00,2290.33,0,-0.55,0
537468.73,3540752.06,dry,assumed dry,2017-12-09,431.78,660.33,813.00,2322.11,0,-0.56,0
537464.05,3540753.82,dry,assumed dry,2017-12-09,409.67,627.89,777.00,2170.44,0,-0.55,0
537459.36,3540755.57,dry,assumed dry,2017-12-09,397.33,610.00,766.44,2160.33,0,-0.56,0
537454.68,3540757.32,dry,assumed dry,2017-12-09,411.78,632.00,791.00,2421.11,0,-0.59,0
537445.32,3540760.83,dry,assumed dry,2017-12-09,377.56,611.67,755.00,2339.89,0,-0.59,0
537440.64,3540762.59,dry,assumed dry,2017-12-09,343.89,579.56,724.89,2153.33,0,-0.58,0
537435.95,3540764.34,dry,assumed dry,2017-12-09,340.67,569.44,734.22,2065.11,0,-0.57,0
537431.27,3540766.09,dry,assumed dry,2017-12-09,359.89,575.44,760.00,2133.89,0,-0.58,0
537417.22,3540771.36,dry,assumed dry,2017-12-09,402.00,617.67,775.56,2262.78,0,-0.57,0
537421.91,3540769.60,dry,assumed dry,2017-12-09,409.56,616.67,786.00,2259.44,0,-0.57,0
537426.59,3540767.85,dry,assumed dry,2017-12-09,378.33,585.89,772.67,2162.78,0,-0.57,0
537412.54,3540773.11,dry,assumed dry,2017-12-09,390.22,621.33,788.78,2228.44,0,-0.56,0
537407.86,3540774.86,dry,assumed dry,2017-12-09,421.22,684.33,862.22,2491.78,0,-0.57,0
537384.45,3540783.64,dry,assumed dry,2017-12-09,303.44,526.00,664.56,2031.00,0,-0.59,0
537389.13,3540781.88,dry,assumed dry,2017-12-09,339.11,567.11,705.11,2213.00,0,-0.59,0
532275.60,3543118.96,dry,assumed dry,2017-12-09,1302.33,1638.67,2183.22,2505.78,0,-0.21,0
532260.49,3543202.24,dry,assumed dry,2017-12-09,925.44,1236.33,1627.44,2280.22,0,-0.30,0
532260.98,3543197.26,dry,assumed dry,2017-12-09,987.67,1320.11,1749.78,2380.78,0,-0.29,0
532261.55,3543192.30,dry,assumed dry,2017-12-09,1012.44,1358.33,1812.00,2404.89,0,-0.28,0
532262.89,3543187.49,dry,assumed dry,2017-12-09,1052.00,1415.89,1890.89,2449.11,0,-0.27,0
532266.91,3543173.03,dry,assumed dry,2017-12-09,1159.33,1515.22,2016.33,2481.11,0,-0.24,0
532265.57,3543177.85,dry,assumed dry,2017-12-09,1128.89,1500.56,1992.89,2495.56,0,-0.25,0
532264.23,3543182.67,dry,assumed dry,2017-12-09,1091.78,1457.89,1942.22,2472.78,0,-0.26,0
532258.47,3543211.98,dry,assumed dry,2017-12-09,1008.33,1314.78,1742.78,2255.89,0,-0.26,0
532259.99,3543207.21,dry,assumed dry,2017-12-09,1007.78,1319.67,1736.33,2280.78,0,-0.27,0
532251.20,3543235.88,dry,assumed dry,2017-12-09,1017.22,1361.78,1856.44,2465.11,0,-0.29,0
532252.42,3543231.04,dry,assumed dry,2017-12-09,1035.22,1380.11,1874.56,2428.67,0,-0.28,0
532253.93,3543226.28,dry,assumed dry,2017-12-09,1045.44,1398.78,1873.67,2381.33,0,-0.26,0
532255.45,3543221.51,dry,assumed dry,2017-12-09,1017.22,1346.56,1808.56,2374.44,0,-0.28,0
532256.96,3543216.74,dry,assumed dry,2017-12-09,1051.11,1376.33,1838.00,2373.78,0,-0.27,0
532270.97,3543138.41,dry,assumed dry,2017-12-09,1337.78,1696.56,2243.78,2590.22,0,-0.21,0
