x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
533732.37,3542504.52,wet,survey/imagery match,2018-12-17,687.56,1003.44,1236.89,1844.67,0,-0.30,0
533737.15,3542505.97,wet,survey/imagery match,2018-12-17,753.67,1064.11,1335.22,1963.56,0,-0.30,0
533741.94,3542507.42,wet,survey/imagery match,2018-12-17,692.00,998.67,1272.44,1906.22,0,-0.31,0
533746.72,3542508.87,wet,survey/imagery match,2018-12-17,585.33,877.78,1149.11,1798.22,0,-0.34,0
533751.51,3542510.32,wet,survey/imagery match,2018-12-17,638.78,950.44,1249.44,1889.78,0,-0.33,0
533756.29,3542511.77,wet,survey/imagery match,2018-12-17,709.11,1048.22,1376.78,2060.22,0,-0.33,0
533761.08,3542513.22,wet,survey/imagery match,2018-12-17,769.89,1151.22,1469.67,2243.00,0,-0.32,0
533727.58,3542503.07,wet,survey/imagery match,2018-12-17,613.11,923.44,1154.22,1735.44,0,-0.31,0
533765.86,3542514.67,wet,survey/imagery match,2018-12-17,780.22,1186.11,1492.44,2299.44,0,-0.32,0
533685.39,3542508.94,wet,survey/imagery match,2018-12-17,801.89,1180.33,1466.67,1932.67,0,-0.24,0
533690.02,3542507.05,wet,survey/imagery match,2018-12-17,743.22,1117.00,1397.78,1818.33,0,-0.24,0
533694.65,3542505.17,wet,survey/imagery match,2018-12-17,664.56,1026.11,1318.11,1721.78,0,-0.25,0
533699.28,3542503.28,wet,survey/imagery match,2018-12-17,608.89,956.44,1247.33,1585.78,0,-0.25,0
533703.91,3542501.39,wet,survey/imagery match,2018-12-17,638.89,1003.11,1327.89,1615.44,0,-0.23,0
533708.54,3542499.50,wet,survey/imagery match,2018-12-17,733.56,1096.44,1458.11,1729.11,0,-0.22,0
533713.23,3542498.72,wet,survey/imagery match,2018-12-17,908.89,1260.44,1673.67,1963.11,0,-0.22,0
533718.01,3542500.17,wet,survey/imagery match,2018-12-17,779.67,1107.22,1469.22,1892.67,0,-0.26,0
533722.80,3542501.62,wet,survey/imagery match,2018-12-17,635.00,951.00,1254.00,1740.44,0,-0.29,0
533816.11,3542545.27,wet,survey/imagery match,2018-12-17,680.44,997.44,1249.78,1951.11,0,-0.32,0
533819.92,3542548.50,wet,survey/imagery match,2018-12-17,655.33,988.00,1236.11,1886.89,0,-0.31,0
533823.74,3542551.72,wet,survey/imagery match,2018-12-17,697.56,1040.89,1290.67,1919.78,0,-0.30,0
533827.56,3542554.95,wet,survey/imagery match,2018-12-17,755.44,1079.44,1354.89,1992.00,0,-0.30,0
533831.38,3542558.18,wet,survey/imagery match,2018-12-17,788.00,1113.56,1407.22,2066.78,0,-0.30,0
533835.19,3542561.41,wet,survey/imagery match,2018-12-17,787.89,1138.78,1447.22,2169.89,0,-0.31,0
533839.01,3542564.64,wet,survey/imagery match,2018-12-17,781.44,1141.89,1449.22,2240.78,0,-0.32,0
533812.29,3542542.04,wet,survey/imagery match,2018-12-17,690.11,1020.56,1268.78,1962.67,0,-0.32,0
533770.65,3542516.12,wet,survey/imagery match,2018-12-17,726.00,1104.22,1389.33,2145.56,0,-0.32,0
533775.43,3542517.57,wet,survey/imagery match,2018-12-17,609.22,950.67,1223.67,1850.33,0,-0.32,0
533780.22,3542519.02,wet,survey/imagery match,2018-12-17,601.44,956.22,1223.44,1853.78,0,-0.32,0
533785.01,3542520.46,wet,survey/imagery match,2018-12-17,641.67,989.89,1238.22,1882.89,0,-0.31,0
533789.38,3542522.67,wet,survey/imagery match,2018-12-17,714.56,1058.44,1315.11,1962.44,0,-0.30,0
533793.20,3542525.89,wet,survey/imagery match,2018-12-17,765.33,1094.33,1352.78,1979.44,0,-0.29,0
533797.02,3542529.12,wet,survey/imagery match,2018-12-17,763.89,1075.11,1341.33,2036.56,0,-0.31,0
533800.83,3542532.35,wet,survey/imagery match,2018-12-17,778.78,1080.56,1344.00,2026.00,0,-0.30,0
533804.65,3542535.58,wet,survey/imagery match,2018-12-17,768.22,1081.11,1346.00,2022.11,0,-0.30,0
533808.47,3542538.81,wet,survey/imagery match,2018-12-17,712.89,1057.22,1310.78,1973.78,0,-0.30,0
533457.91,3542673.75,wet,survey/imagery match,2018-12-17,731.22,965.00,1317.11,1855.89,0,-0.32,0
533452.96,3542674.44,wet,survey/imagery match,2018-12-17,736.67,1045.78,1312.67,1873.22,0,-0.28,0
533121.46,3542674.47,wet,survey/imagery match,2018-12-17,797.11,1056.56,1395.89,2002.89,0,-0.31,0
