x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
537197.82,3540850.01,dry,assumed dry,2021-06-11,590.67,1037.67,1336.67,2953.67,0,-0.48,0
537182.92,3540851.74,dry,assumed dry,2021-06-11,384.22,794.67,904.89,2888.33,0,-0.57,0
537182.92,3540851.74,dry,assumed dry,2021-06-11,526.89,1000.78,1111.00,2814.11,0,-0.48,0
537182.92,3540851.74,dry,assumed dry,2021-06-11,521.00,944.44,1096.00,2811.33,0,-0.50,0
537231.83,3540842.10,dry,assumed dry,2021-06-11,651.89,1067.89,1451.67,2838.67,0,-0.45,0
537231.83,3540842.10,dry,assumed dry,2021-06-11,716.00,1217.89,1674.44,2905.33,0,-0.41,0
537231.83,3540842.10,dry,assumed dry,2021-06-11,708.56,1184.89,1670.22,2891.22,0,-0.42,0
537346.99,3540797.67,dry,assumed dry,2021-06-11,494.00,890.44,1036.67,3080.44,0,-0.55,0
537346.99,3540797.67,dry,assumed dry,2021-06-11,487.00,901.11,1024.22,3097.11,0,-0.55,0
537326.33,3540811.58,dry,assumed dry,2021-06-11,432.89,832.33,913.22,2927.22,0,-0.56,0
537326.33,3540811.58,dry,assumed dry,2021-06-11,561.33,985.44,1175.56,2921.67,0,-0.50,0
537326.33,3540811.58,dry,assumed dry,2021-06-11,561.22,988.11,1159.11,2927.00,0,-0.50,0
537308.98,3540820.92,dry,assumed dry,2021-06-11,344.00,731.11,856.22,2924.78,0,-0.60,0
537308.98,3540820.92,dry,assumed dry,2021-06-11,460.33,863.89,993.56,2917.44,0,-0.54,0
537308.98,3540820.92,dry,assumed dry,2021-06-11,457.44,865.67,1005.44,2880.89,0,-0.54,0
537313.80,3540819.59,dry,assumed dry,2021-06-11,355.22,736.00,849.67,2853.89,0,-0.59,0
537313.80,3540819.59,dry,assumed dry,2021-06-11,472.78,889.44,1058.89,2727.00,0,-0.51,0
537313.80,3540819.59,dry,assumed dry,2021-06-11,479.67,897.78,1078.11,2725.89,0,-0.50,0
537318.21,3540817.42,dry,assumed dry,2021-06-11,395.89,801.11,896.67,2872.78,0,-0.56,0
537318.21,3540817.42,dry,assumed dry,2021-06-11,515.44,970.33,1140.44,2769.67,0,-0.48,0
537318.21,3540817.42,dry,assumed dry,2021-06-11,528.00,978.89,1154.56,2801.56,0,-0.48,0
537322.27,3540814.50,dry,assumed dry,2021-06-11,423.78,827.00,917.33,2912.78,0,-0.56,0
537322.27,3540814.50,dry,assumed dry,2021-06-11,550.89,1002.22,1180.44,2857.11,0,-0.48,0
537346.99,3540797.67,dry,assumed dry,2021-06-11,350.56,745.00,827.33,3101.67,0,-0.61,0
536276.43,3541793.09,dry,assumed dry,2021-06-11,381.56,813.33,830.33,3098.33,0,-0.58,0
537351.67,3540795.91,dry,assumed dry,2021-06-11,513.44,933.22,1146.67,3106.67,0,-0.54,0
537361.04,3540792.41,dry,assumed dry,2021-06-11,345.67,718.33,852.56,3019.22,0,-0.62,0
537361.04,3540792.41,dry,assumed dry,2021-06-11,476.89,869.44,1078.33,2785.00,0,-0.52,0
