x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
533685.99,3542181.03,wet,survey/imagery match,2020-12-19,1032.89,1358.78,1910.67,2268.11,0,-0.25,0
533684.96,3542185.92,wet,survey/imagery match,2020-12-19,932.67,1324.78,1676.56,2174.89,0,-0.24,0
533684.96,3542185.92,wet,survey/imagery match,2020-12-19,931.11,1245.89,1767.56,2244.22,0,-0.29,0
533687.03,3542176.14,wet,survey/imagery match,2020-12-19,943.44,1311.89,1844.33,2257.44,0,-0.26,0
533683.92,3542190.82,wet,survey/imagery match,2020-12-19,976.00,1318.67,1861.56,2318.67,0,-0.27,0
533682.89,3542195.71,wet,survey/imagery match,2020-12-19,1030.00,1409.22,1801.78,2255.00,0,-0.23,0
533682.89,3542195.71,wet,survey/imagery match,2020-12-19,994.22,1350.89,1901.11,2344.78,0,-0.27,0
533681.85,3542200.60,wet,survey/imagery match,2020-12-19,970.67,1376.33,1767.78,2290.00,0,-0.25,0
533683.92,3542190.82,wet,survey/imagery match,2020-12-19,1004.33,1384.78,1771.33,2239.67,0,-0.24,0
533687.03,3542176.14,wet,survey/imagery match,2020-12-19,979.78,1386.67,1788.00,2249.67,0,-0.24,0
533689.38,3542258.24,wet,survey/imagery match,2020-12-19,715.67,1071.78,1546.00,2175.33,0,-0.34,0
533714.02,3542476.05,wet,survey/imagery match,2020-12-19,845.33,1205.89,1740.89,2769.33,0,-0.39,0
533713.49,3542481.02,wet,survey/imagery match,2020-12-19,818.56,1253.89,1602.44,2756.78,0,-0.37,0
533713.49,3542481.02,wet,survey/imagery match,2020-12-19,805.67,1171.33,1691.67,2547.56,0,-0.37,0
533712.95,3542485.99,wet,survey/imagery match,2020-12-19,786.22,1185.33,1536.00,2636.22,0,-0.38,0
533712.95,3542485.99,wet,survey/imagery match,2020-12-19,760.11,1118.67,1625.67,2382.11,0,-0.36,0
533712.42,3542490.96,wet,survey/imagery match,2020-12-19,674.44,1020.56,1344.11,2307.44,0,-0.39,0
533712.42,3542490.96,wet,survey/imagery match,2020-12-19,689.22,1010.00,1505.89,2128.33,0,-0.36,0
533711.88,3542495.93,wet,survey/imagery match,2020-12-19,617.78,943.11,1250.33,2167.22,0,-0.39,0
533711.88,3542495.93,wet,survey/imagery match,2020-12-19,587.78,915.67,1380.33,2018.33,0,-0.38,0
533689.38,3542258.24,wet,survey/imagery match,2020-12-19,780.11,1108.22,1471.78,2063.33,0,-0.30,0
531481.35,3543825.84,wet,survey/imagery match,2020-12-19,861.44,1190.89,1491.44,2011.67,0,-0.26,0
531479.10,3543830.30,wet,survey/imagery match,2020-12-19,910.56,1233.67,1779.67,2092.00,0,-0.26,0
531479.10,3543830.30,wet,survey/imagery match,2020-12-19,836.33,1162.44,1438.44,1913.44,0,-0.24,0
531680.57,3543421.59,wet,survey/imagery match,2020-12-19,565.33,839.22,1118.33,1906.78,0,-0.39,0
531677.86,3543425.79,wet,survey/imagery match,2020-12-19,729.56,1048.00,1645.44,1899.56,0,-0.29,0
531677.86,3543425.79,wet,survey/imagery match,2020-12-19,574.44,847.89,1147.33,1915.56,0,-0.39,0
531675.15,3543430.00,wet,survey/imagery match,2020-12-19,730.67,1059.89,1638.33,1903.67,0,-0.28,0
531680.57,3543421.59,wet,survey/imagery match,2020-12-19,716.33,1031.56,1622.11,1907.33,0,-0.30,0
531675.15,3543430.00,wet,survey/imagery match,2020-12-19,610.78,897.67,1186.78,1942.44,0,-0.37,0
531672.44,3543434.20,wet,survey/imagery match,2020-12-19,746.56,1067.44,1649.89,1910.00,0,-0.28,0
531672.44,3543434.20,wet,survey/imagery match,2020-12-19,714.89,1037.44,1331.00,1907.00,0,-0.30,0
531670.44,3543438.75,wet,survey/imagery match,2020-12-19,735.78,1065.56,1648.56,1915.56,0,-0.29,0
531670.44,3543438.75,wet,survey/imagery match,2020-12-19,834.89,1178.78,1491.56,1966.00,0,-0.25,0
531668.74,3543443.45,wet,survey/imagery match,2020-12-19,742.56,1069.89,1655.78,1928.44,0,-0.29,0
531682.97,3543417.22,wet,survey/imagery match,2020-12-19,710.44,1017.67,1590.11,1917.44,0,-0.31,0
531356.96,3543940.09,wet,survey/imagery match,2020-12-19,951.89,1362.22,1764.56,2387.44,0,-0.27,0
531352.34,3543942.01,wet,survey/imagery match,2020-12-19,814.78,1213.44,1553.33,2268.44,0,-0.30,0
531347.76,3543944.01,wet,survey/imagery match,2020-12-19,871.67,1261.44,1642.22,2336.11,0,-0.30,0
531682.97,3543417.22,wet,survey/imagery match,2020-12-19,569.56,829.67,1136.33,1901.00,0,-0.39,0
531338.59,3543948.01,wet,survey/imagery match,2020-12-19,688.33,984.11,1271.22,1991.78,0,-0.34,0
531685.25,3543412.78,wet,survey/imagery match,2020-12-19,727.78,1029.67,1598.22,1951.11,0,-0.31,0
531685.25,3543412.78,wet,survey/imagery match,2020-12-19,558.22,832.78,1162.44,1839.78,0,-0.38,0
531343.18,3543946.01,wet,survey/imagery match,2020-12-19,743.67,1095.11,1406.67,2090.33,0,-0.31,0
531668.74,3543443.45,wet,survey/imagery match,2020-12-19,952.33,1322.78,1669.00,2160.00,0,-0.24,0
531667.04,3543448.16,wet,survey/imagery match,2020-12-19,743.22,1063.00,1639.67,1896.33,0,-0.28,0
531650.15,3543477.28,wet,survey/imagery match,2020-12-19,715.56,1019.78,1511.33,1770.22,0,-0.27,0
531650.15,3543477.28,wet,survey/imagery match,2020-12-19,941.00,1338.33,1722.89,2178.67,0,-0.24,0
531647.19,3543481.30,wet,survey/imagery match,2020-12-19,706.89,1014.11,1492.00,1737.00,0,-0.26,0
531647.19,3543481.30,wet,survey/imagery match,2020-12-19,982.11,1375.78,1767.56,2193.67,0,-0.23,0
531653.34,3543473.43,wet,survey/imagery match,2020-12-19,902.56,1272.33,1631.22,2121.44,0,-0.25,0
531644.56,3543485.55,wet,survey/imagery match,2020-12-19,1010.78,1417.33,1789.33,2222.33,0,-0.22,0
531641.92,3543489.80,wet,survey/imagery match,2020-12-19,716.67,999.56,1460.78,1676.22,0,-0.25,0
531641.92,3543489.80,wet,survey/imagery match,2020-12-19,1101.56,1528.00,1915.78,2372.22,0,-0.22,0
531639.29,3543494.05,wet,survey/imagery match,2020-12-19,735.56,1019.33,1484.89,1689.00,0,-0.25,0
531644.56,3543485.55,wet,survey/imagery match,2020-12-19,693.67,997.67,1461.44,1726.22,0,-0.27,0
531653.34,3543473.43,wet,survey/imagery match,2020-12-19,736.78,1038.11,1541.11,1801.78,0,-0.27,0
531656.92,3543469.95,wet,survey/imagery match,2020-12-19,955.67,1327.78,1698.11,2205.67,0,-0.25,0
531667.04,3543448.16,wet,survey/imagery match,2020-12-19,981.00,1362.11,1674.44,2147.00,0,-0.22,0
531665.49,3543452.90,wet,survey/imagery match,2020-12-19,755.11,1052.44,1643.00,1894.44,0,-0.29,0
531665.49,3543452.90,wet,survey/imagery match,2020-12-19,1062.44,1458.44,1836.11,2267.89,0,-0.22,0
531664.50,3543457.80,wet,survey/imagery match,2020-12-19,787.22,1065.78,1657.89,1899.56,0,-0.28,0
531664.50,3543457.80,wet,survey/imagery match,2020-12-19,1131.44,1513.00,1924.22,2308.56,0,-0.21,0
531663.52,3543462.70,wet,survey/imagery match,2020-12-19,786.89,1089.89,1654.11,1913.67,0,-0.27,0
531663.52,3543462.70,wet,survey/imagery match,2020-12-19,1172.78,1583.78,1981.44,2378.00,0,-0.20,0
531660.55,3543466.51,wet,survey/imagery match,2020-12-19,783.89,1087.78,1639.78,1888.56,0,-0.27,0
531660.55,3543466.51,wet,survey/imagery match,2020-12-19,1115.44,1509.22,1897.00,2345.78,0,-0.22,0
531656.92,3543469.95,wet,survey/imagery match,2020-12-19,762.44,1062.11,1582.22,1829.78,0,-0.27,0
531361.63,3543938.31,wet,survey/imagery match,2020-12-19,1154.00,1555.22,2029.56,2604.11,0,-0.25,0
531461.92,3543860.75,wet,survey/imagery match,2020-12-19,447.89,619.11,896.22,1086.67,0,-0.27,0
531461.92,3543860.75,wet,survey/imagery match,2020-12-19,1295.11,1786.67,2227.22,2641.11,0,-0.19,0
531459.25,3543864.98,wet,survey/imagery match,2020-12-19,1317.78,1762.67,2200.78,2681.11,0,-0.21,0
531464.59,3543856.53,wet,survey/imagery match,2020-12-19,1286.56,1791.78,2218.44,2623.89,0,-0.19,0
531456.59,3543869.21,wet,survey/imagery match,2020-12-19,1300.78,1756.78,2198.56,2695.33,0,-0.21,0
531453.92,3543873.44,wet,survey/imagery match,2020-12-19,1304.33,1771.33,2228.22,2660.56,0,-0.20,0
531451.25,3543877.67,wet,survey/imagery match,2020-12-19,1275.00,1743.89,2241.78,2638.44,0,-0.20,0
531447.98,3543881.45,wet,survey/imagery match,2020-12-19,1211.89,1678.11,2189.22,2652.22,0,-0.22,0
531444.65,3543885.17,wet,survey/imagery match,2020-12-19,1171.11,1652.00,2116.44,2652.22,0,-0.23,0
531464.59,3543856.53,wet,survey/imagery match,2020-12-19,593.89,845.78,1219.11,1485.56,0,-0.27,0
531467.25,3543852.30,wet,survey/imagery match,2020-12-19,1242.00,1729.89,2142.11,2580.00,0,-0.20,0
531476.84,3543834.76,wet,survey/imagery match,2020-12-19,856.00,1159.67,1669.89,1991.33,0,-0.26,0
