x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
531554.48,3543645.10,wet,assumed wet,2022-09-06,1278.67,1741.67,2041.67,3172.89,0,-0.29,0
531554.48,3543645.10,wet,assumed wet,2022-09-06,1211.56,1664.78,2015.67,3157.22,0,-0.31,0
531552.23,3543654.84,wet,assumed wet,2022-09-06,1727.11,2225.33,2659.11,3480.78,0,-0.22,0
531552.23,3543654.84,wet,assumed wet,2022-09-06,1658.78,2212.78,2629.11,3503.89,0,-0.23,0
531551.10,3543659.71,wet,assumed wet,2022-09-06,1769.89,2273.22,2728.78,3534.56,0,-0.22,0
531551.10,3543659.71,wet,assumed wet,2022-09-06,1691.44,2267.22,2677.78,3569.00,0,-0.22,0
531549.98,3543664.58,wet,assumed wet,2022-09-06,1814.11,2286.56,2796.78,3562.11,0,-0.22,0
531549.98,3543664.58,wet,assumed wet,2022-09-06,1721.56,2301.67,2737.00,3614.22,0,-0.22,0
531548.85,3543669.46,wet,assumed wet,2022-09-06,1719.89,2173.89,2728.78,3582.22,0,-0.24,0
531479.10,3543830.30,wet,assumed wet,2022-09-06,708.00,981.56,1119.56,2734.00,0,-0.47,0
531514.11,3543717.04,wet,assumed wet,2022-09-06,975.44,1504.89,1767.44,3061.78,0,-0.34,0
531459.25,3543864.98,wet,assumed wet,2022-09-06,1506.00,2103.22,2657.33,3766.44,0,-0.28,0
531467.25,3543852.30,wet,assumed wet,2022-09-06,1426.56,1905.89,2331.56,3662.56,0,-0.32,0
531467.25,3543852.30,wet,assumed wet,2022-09-06,1316.11,1862.56,2334.78,3710.11,0,-0.33,0
531469.92,3543848.07,wet,assumed wet,2022-09-06,1210.00,1659.78,2014.11,3362.22,0,-0.34,0
531469.92,3543848.07,wet,assumed wet,2022-09-06,1182.44,1693.67,2105.22,3559.22,0,-0.36,0
531505.83,3543740.45,wet,assumed wet,2022-09-06,971.67,1362.89,1720.78,2831.78,0,-0.35,0
531505.83,3543740.45,wet,assumed wet,2022-09-06,841.56,1298.44,1629.89,2804.44,0,-0.37,0
531504.66,3543745.31,wet,assumed wet,2022-09-06,1047.67,1419.33,1814.78,3016.00,0,-0.36,0
531504.66,3543745.31,wet,assumed wet,2022-09-06,919.22,1414.56,1711.33,3051.78,0,-0.37,0
531503.52,3543750.18,wet,assumed wet,2022-09-06,1109.11,1487.78,1892.22,3195.22,0,-0.36,0
531459.25,3543864.98,wet,assumed wet,2022-09-06,1641.78,2139.89,2711.44,3776.44,0,-0.28,0
531456.59,3543869.21,wet,assumed wet,2022-09-06,1532.33,2128.56,2670.33,3774.00,0,-0.28,0
531456.59,3543869.21,wet,assumed wet,2022-09-06,1648.11,2153.44,2754.89,3787.78,0,-0.28,0
531481.35,3543825.84,wet,assumed wet,2022-09-06,659.00,905.22,1001.22,2860.67,0,-0.52,0
531481.35,3543825.84,wet,assumed wet,2022-09-06,675.11,999.00,1215.33,2855.22,0,-0.48,0
531474.58,3543839.23,wet,assumed wet,2022-09-06,786.33,1126.56,1316.78,2984.56,0,-0.45,0
531474.58,3543839.23,wet,assumed wet,2022-09-06,909.00,1337.56,1646.00,3182.33,0,-0.41,0
531503.52,3543750.18,wet,assumed wet,2022-09-06,1031.33,1560.11,1849.67,3128.78,0,-0.33,0
531472.32,3543843.69,wet,assumed wet,2022-09-06,973.89,1380.56,1639.00,3210.00,0,-0.40,0
531464.59,3543856.53,wet,assumed wet,2022-09-06,1499.78,1994.44,2454.11,3691.67,0,-0.30,0
